Year,Timewindow,Connection,n_firms,firm_max,n_size_1,n_size_0,size_qant_2.5,size_quant_25,size_median,size_qant_75,size_quant_97.5,density,n_edges,av_deg,max_deg,clustering,av_assortativity,num_workers,n_inflow,av_inflow,max_inflow,inflow_median,inflow_qant_75,inflow_quant_97.5,n_outflow,av_outflow,max_outflow,outflow_median,outflow_qant_75,outflow_quant_97.5,n_flow,av_flow,max_flow,flow_median,flow_qant_75,flow_quant_97.5,flow>N
1993,1,con,5067.0,17933.0,35,118,0.10000000000000001,4.0999999999999996,14.0,52.0,756.04999999999836,0.0004981023725427086,6393.0,2.5233866193013617,88,0.013592198284074979,-0.036627551096065102,533988.89999999991,13129.0,2.5910795342411683,427.0,1.0,1.0,13.0,13129.0,2.5910795342411683,502.0,1.0,1.0,13.0,13129.0,2.5910795342411683,394.0,0.5,1.5,12.5,607
1993,2,uncon,19537.0,23500.0,283,861,0.0,1.8,5.5499999999999998,16.0,249.0,0.00011418096333897122,21790.0,2.2306392997901416,217,0.013718817795373775,0.040665265100201596,753618.15000000002,18384.5,0.94100936684240155,622.5,0.5,0.5,4.5,18384.5,0.94100936684240155,769.5,0.5,0.5,4.0,18384.5,0.94100936684240155,384.75,0.25,0.5,4.5,1474
1993,2,con,12063.0,23500.0,122,395,0.0,2.7000000000000002,8.0999999999999996,25.0,383.67499999999836,0.00024116191080121244,17545.0,2.9088949680842244,217,0.021403565442666334,-0.0053087409616462472,697668.75,15895.0,1.31766558899113,622.5,0.5,1.0,7.0,15895.0,1.31766558899113,769.5,0.5,1.0,6.5,15895.0,1.31766558899113,384.75,0.5,0.75,6.6124999999997272,1252
1993,3,uncon,27281.0,24238.0,492,1348,0.0,1.6000000000000001,4.7000000000000002,13.0,186.5,9.322441010097904e-05,34690.0,2.5431619075547083,315,0.017554712742705602,0.030566196112115317,863118.30000000005,19126.666666666664,0.70109844458292092,415.0,0.33333333333333331,0.33333333333333331,3.6666666666666665,19126.666666666668,0.70109844458292103,597.0,0.33333333333333331,0.33333333333333331,3.3333333333333335,19126.666666666664,0.70109844458292092,298.5,0.16666666666666666,0.33333333333333331,3.5,1824
1993,3,con,18774.0,24238.0,248,750,0.0,2.2000000000000002,6.5,18.333333333333332,278.67499999999927,0.0001693600936694956,29845.0,3.179397038457441,315,0.02480789664786859,6.6221404953837067e-05,816405.91666666663,17242.666666666668,0.91843329427222054,415.0,0.33333333333333331,0.66666666666666663,5.0,17242.666666666664,0.91843329427222031,597.0,0.33333333333333331,0.66666666666666663,4.666666666666667,17242.666666666668,0.91843329427222054,298.5,0.33333333333333331,0.5,4.833333333333333,1810
1993,4,uncon,35767.0,24350.0,596,1797,0.0,1.45,4.2000000000000002,11.199999999999999,150.25,7.975813674523869e-05,51015.0,2.8526295188302067,479,0.021306446121153528,0.014773017411777762,962779.1166666667,20786.0,0.58115022227192659,332.0,0.25,0.25,3.0,20786.0,0.58115022227192659,464.5,0.25,0.25,2.75,20786.0,0.58115022227192659,232.375,0.125,0.375,2.875,2396
1993,4,con,26693.0,24350.0,345,1107,0.0,1.8999999999999999,5.4000000000000004,14.824999999999999,203.85000000000036,0.00012872609742506879,45858.0,3.435956992469936,479,0.02817471465984706,-0.0048541491316077788,921889.94999999995,19300.25,0.72304536769939687,332.0,0.25,0.5,3.75,19300.25,0.72304536769939687,464.5,0.25,0.5,3.5,19300.25,0.72304536769939687,232.375,0.25,0.5,3.75,2382
1993,5,uncon,43892.0,24686.5,730,2190,0.0,1.3999999999999999,4.0,10.25,129.31041666666655,7.342676361525681e-05,70727.0,3.222774081837237,713,0.025068130767105515,0.0033930718200568034,1038441.3166666667,22212.599999999999,0.50607399981773438,325.60000000000002,0.20000000000000001,0.40000000000000002,2.6000000000000001,22212.599999999999,0.50607399981773438,391.0,0.20000000000000001,0.40000000000000002,2.6000000000000001,22212.599999999999,0.50607399981773438,205.80000000000001,0.10000000000000001,0.29999999999999999,2.6000000000000001,2892
1993,5,con,35111.0,24686.5,485,1487,0.0,1.8,4.8499999999999996,12.5,162.69375000000002,0.00010673396697446186,65788.0,3.747429580473356,713,0.031009951172846016,-0.0090720044317679632,1005095.5516666666,21092.399999999998,0.60073481245193805,325.60000000000002,0.20000000000000001,0.40000000000000002,3.2000000000000002,21092.400000000001,0.60073481245193816,391.0,0.20000000000000001,0.40000000000000002,3.0,21092.399999999998,0.60073481245193805,205.80000000000001,0.20000000000000001,0.40000000000000002,3.1000000000000001,3256
1994,1,uncon,13784.0,23500.0,203,574,0.0,2.0,6.2000000000000002,19.300000000000001,324.0,0.00013971638752373927,13272.0,1.9257109692396983,177,0.007353005261584024,0.02937975981867522,661526.80000000005,19981.0,1.4495792222867092,1240.0,1.0,1.0,7.0,19981.0,1.4495792222867092,1534.0,1.0,1.0,6.0,19981.0,1.4495792222867092,767.0,0.5,1.0,6.0,1501
1994,1,con,7351.0,23500.0,72,211,0.0,3.2000000000000002,10.199999999999999,36.0,546.0,0.00035854254638870923,9686.0,2.6352877159570127,177,0.013651724190678019,-0.02931256415965983,593535.40000000002,15979.0,2.1737178615154402,1240.0,1.0,1.0,11.0,15979.0,2.1737178615154402,1534.0,1.0,1.0,10.0,15979.0,2.1737178615154402,767.0,0.5,1.5,11.0,852
1994,2,uncon,22691.0,24238.0,422,1086,0.0,1.7,5.0,14.4,213.25,0.00010278934928934592,26461.0,2.332290335375259,287,0.0136054481736784,0.025328764944048655,796412.85000000009,20296.0,0.89445154466528576,620.0,0.5,0.5,4.5,20296.0,0.89445154466528576,893.0,0.5,0.5,4.0,20296.0,0.89445154466528576,446.5,0.25,0.5,4.25,1800
1994,2,con,14474.0,24238.0,194,548,0.0,2.5,7.2000000000000002,21.5,330.5,0.00020810359822358561,21797.0,3.0118833770899545,287,0.020799679276099856,-0.011146058748122138,742304.84999999998,17634.0,1.2183225093270693,620.0,0.5,1.0,6.5,17634.0,1.2183225093270693,893.0,0.5,1.0,6.0,17634.0,1.2183225093270693,446.5,0.5,0.75,6.25,1580
1994,3,uncon,31911.0,24350.0,539,1555,0.0,1.5,4.4000000000000004,12.0,161.5,8.436186427739065e-05,42952.0,2.6919870890915356,479,0.018284211409537787,0.010435378640303073,905861.98333333328,22118.666666666664,0.69313611816197129,415.33333333333331,0.33333333333333331,0.33333333333333331,3.3333333333333335,22118.666666666664,0.69313611816197129,617.66666666666663,0.33333333333333331,0.33333333333333331,3.3333333333333335,22118.666666666664,0.69313611816197129,309.0,0.16666666666666666,0.5,3.3333333333333335,2139
1994,3,con,22875.0,24350.0,301,908,0.0,2.0,5.8666666666666671,16.0,231.67499999999745,0.00014459445448599144,37829.0,3.3074535519125683,479,0.02503318631503503,-0.011650868140672566,861453.1166666667,20171.666666666668,0.88182149362477236,415.33333333333331,0.33333333333333331,0.66666666666666663,4.666666666666667,20171.666666666664,0.88182149362477225,617.66666666666663,0.33333333333333331,0.66666666666666663,4.333333333333333,20171.666666666668,0.88182149362477236,309.0,0.33333333333333331,0.5,4.5,2209
